as_of,asset_id,horizon,horizon_days,target_date,point_pct,low_pct,high_pct,band_width_pct,band_skew,interval,p_up,confidence,n_drivers,driver_max_weight,is_mechanical,model_id,band_shadow_low,band_shadow_high,band_shadow_rule
2026-08-25,A4,1m,30,2026-09-24,2.0,-10.5,15.0,25.5,2.25,80,0.56,low,0,,0,model_A,,,
2026-08-25,A5,1m,30,2026-09-24,2.4,-7.5,12.0,19.5,2.25,80,0.57,low,0,,0,model_A,,,
2026-08-25,A6,1m,30,2026-09-24,1.4,-0.3,3.0,3.3,1.35,80,0.8,low,0,,0,model_A,,,
2026-08-26,A1,1d,1,2026-08-27,0.03,-1.91,1.97,3.88,0.03,80,0.51,low,0,,0,model_A,-1.974,2.08,ampirik_p10p90_250g_v5
2026-08-26,A2,1d,1,2026-08-27,0.07,-1.86,2.0,3.86,0.07,80,0.51,low,0,,0,model_A,-1.79,1.745,ampirik_p10p90_250g_v5
2026-08-26,A3,1d,1,2026-08-27,0.05,-1.47,1.57,3.04,0.05,80,0.51,low,0,,0,model_A,-1.391,1.584,ampirik_p10p90_250g_v5
2026-08-26,A4,1d,1,2026-08-27,0.4,-1.65,2.45,4.1,0.4,80,0.55,low,0,,0,model_A,-1.733,2.699,ampirik_p10p90_250g_v5
2026-08-26,A5,1d,1,2026-08-27,0.04,-1.61,1.69,3.3,0.04,80,0.5,low,0,,0,model_A,-1.473,1.567,ampirik_p10p90_250g_v5
2026-08-26,A6,1d,1,2026-08-27,0.06,-0.06,0.18,0.24,0.06,80,0.66,medium,0,,0,model_A,-0.041,0.194,ampirik_p10p90_250g_v5
2026-08-26,A1,1w,7,2026-09-02,0.75,-3.59,5.09,8.68,0.75,80,0.58,low,0,,0,model_A,-3.77,5.41,ampirik_p10p90_5g_250g_GOLGE
2026-08-26,A2,1w,7,2026-09-02,0.75,-3.57,5.07,8.64,0.75,80,0.55,low,0,,0,model_A,-4.47,5.45,ampirik_p10p90_5g_250g_GOLGE
2026-08-26,A3,1w,7,2026-09-02,0.55,-2.85,3.95,6.8,0.55,80,0.54,low,0,,0,model_A,-3.28,4.58,ampirik_p10p90_5g_250g_GOLGE
2026-08-26,A4,1w,7,2026-09-02,0.85,-3.73,5.43,9.16,0.85,80,0.56,low,0,,0,model_A,-6.18,5.8,ampirik_p10p90_5g_250g_GOLGE
2026-08-26,A5,1w,7,2026-09-02,0.5,-3.19,4.19,7.38,0.5,80,0.54,low,0,,0,model_A,-4.08,5.3,ampirik_p10p90_5g_250g_GOLGE
2026-08-26,A6,1w,7,2026-09-02,0.28,0.02,0.54,0.52,0.28,80,0.9,low,0,,0,model_A,0.12,0.41,ampirik_p10p90_5g_250g_GOLGE
2026-08-26,A1,1m,30,2026-09-28,2.4,-6.49,11.29,17.78,2.4,80,0.62,low,0,,0,model_A,-9.96,13.79,ampirik_p10p90_21g_250g_GOLGE
2026-08-26,A2,1m,30,2026-09-28,2.85,-6.0,11.7,17.7,2.85,80,0.6,low,0,,0,model_A,-5.75,12.84,ampirik_p10p90_21g_250g_GOLGE
2026-08-26,A3,1m,30,2026-09-28,1.98,-4.99,8.95,13.94,1.98,80,0.59,low,0,,0,model_A,-6.51,10.2,ampirik_p10p90_21g_250g_GOLGE
2026-08-26,A4,1m,30,2026-09-28,2.75,-6.64,12.14,18.78,2.75,80,0.6,low,0,,0,model_A,-14.36,19.59,ampirik_p10p90_21g_250g_GOLGE
2026-08-26,A5,1m,30,2026-09-28,1.65,-5.91,9.21,15.12,1.65,80,0.58,low,0,,0,model_A,-5.92,10.62,ampirik_p10p90_21g_250g_GOLGE
2026-08-26,A6,1m,30,2026-09-28,1.15,0.61,1.69,1.08,1.15,80,0.95,low,0,,0,model_A,0.75,1.55,ampirik_p10p90_21g_250g_GOLGE
2026-08-27,A1,1d,1,2026-08-28,0.05,-1.85,1.95,3.8,0.05,80,0.51,low,0,,0,model_A,-1.95,2.103,ampirik_p10p90_250g_v5
2026-08-27,A2,1d,1,2026-08-28,0.1,-1.75,1.95,3.7,0.1,80,0.52,low,0,,0,model_A,,,
2026-08-27,A3,1d,1,2026-08-28,0.15,-1.35,1.65,3.0,0.15,80,0.53,low,0,,0,model_A,,,
2026-08-27,A4,1d,1,2026-08-28,0.2,-1.85,2.25,4.1,0.2,80,0.54,low,0,,0,model_A,,,
2026-08-27,A5,1d,1,2026-08-28,0.1,-1.55,1.75,3.3,0.1,80,0.52,low,0,,0,model_A,,,
2026-08-27,A6,1d,1,2026-08-28,0.06,-0.05,0.22,0.27,0.085,80,0.65,low,0,,0,model_A,,,
2026-08-27,A1,1w,7,2026-09-03,0.6,-4.2,5.4,9.6,0.6,80,0.54,low,0,,0,model_A,,,
2026-08-27,A2,1w,7,2026-09-03,0.5,-4.3,5.5,9.8,0.6,80,0.53,low,0,,0,model_A,,,
2026-08-27,A3,1w,7,2026-09-03,0.5,-3.7,4.7,8.4,0.5,80,0.54,low,0,,0,model_A,,,
2026-08-27,A4,1w,7,2026-09-03,0.8,-4.5,6.3,10.8,0.9,80,0.55,low,0,,0,model_A,,,
2026-08-27,A5,1w,7,2026-09-03,0.8,-3.3,5.0,8.3,0.85,80,0.55,low,0,,0,model_A,,,
2026-08-27,A6,1w,7,2026-09-03,0.36,-0.12,0.9,1.02,0.39,80,0.72,low,0,,0,model_A,,,
2026-08-27,A1,1m,30,2026-09-28,1.8,-9.0,13.0,22.0,2.0,80,0.56,low,0,,0,model_A,,,
2026-08-27,A2,1m,30,2026-09-28,2.0,-9.5,14.0,23.5,2.25,80,0.55,low,0,,0,model_A,,,
2026-08-27,A3,1m,30,2026-09-28,1.8,-8.0,11.5,19.5,1.75,80,0.55,low,0,,0,model_A,,,
2026-08-27,A4,1m,30,2026-09-28,2.0,-10.5,15.0,25.5,2.25,80,0.55,low,0,,0,model_A,,,
2026-08-27,A5,1m,30,2026-09-28,2.4,-7.5,12.0,19.5,2.25,80,0.57,low,0,,0,model_A,,,
2026-08-27,A6,1m,30,2026-09-28,1.4,-0.3,3.0,3.3,1.35,80,0.8,low,0,,0,model_A,,,
2026-08-28,A1,1d,1,2026-08-31,0.1,-2.3,2.5,4.8,0.1,80,0.51,low,0,,0,model_A,,,
2026-08-28,A2,1d,1,2026-08-31,0.05,-2.25,2.35,4.6,0.05,80,0.51,low,0,,0,model_A,,,
2026-08-28,A3,1d,1,2026-08-31,0.1,-1.75,1.85,3.6,0.05,80,0.52,low,0,,0,model_A,,,
2026-08-28,A4,1d,1,2026-08-31,0.5,-1.8,2.8,4.6,0.5,80,0.55,low,0,,0,model_A,,,
2026-08-28,A5,1d,1,2026-08-31,0.15,-1.75,1.95,3.7,0.1,80,0.52,low,0,,0,model_A,,,
2026-08-28,A6,1d,1,2026-08-31,0.08,-0.1,0.32,0.42,0.11,80,0.66,low,0,,0,model_A,,,
2026-08-28,A1,1w,7,2026-09-04,0.7,-4.3,5.5,9.8,0.6,80,0.54,low,0,,0,model_A,,,
2026-08-28,A2,1w,7,2026-09-04,0.4,-4.4,5.6,10.0,0.6,80,0.52,low,0,,0,model_A,,,
2026-08-28,A3,1w,7,2026-09-04,0.4,-3.8,4.8,8.6,0.5,80,0.53,low,0,,0,model_A,,,
2026-08-28,A4,1w,7,2026-09-04,0.9,-4.6,6.4,11.0,0.9,80,0.55,low,0,,0,model_A,,,
2026-08-28,A5,1w,7,2026-09-04,0.8,-3.4,5.0,8.4,0.8,80,0.55,low,0,,0,model_A,,,
2026-08-28,A6,1w,7,2026-09-04,0.38,-0.12,0.95,1.07,0.415,80,0.72,low,0,,0,model_A,,,
2026-08-28,A1,1m,30,2026-09-28,1.8,-9.2,13.2,22.4,2.0,80,0.56,low,0,,0,model_A,,,
2026-08-28,A2,1m,30,2026-09-28,1.8,-9.5,14.0,23.5,2.25,80,0.54,low,0,,0,model_A,,,
2026-08-28,A3,1m,30,2026-09-28,1.8,-8.0,11.5,19.5,1.75,80,0.55,low,0,,0,model_A,,,
2026-08-28,A4,1m,30,2026-09-28,2.1,-10.5,15.0,25.5,2.25,80,0.55,low,0,,0,model_A,,,
2026-08-28,A5,1m,30,2026-09-28,2.4,-7.5,12.0,19.5,2.25,80,0.57,low,0,,0,model_A,,,
2026-08-28,A6,1m,30,2026-09-28,1.4,-0.3,3.0,3.3,1.35,80,0.8,low,0,,0,model_A,,,
2026-08-29,A1,1d,1,2026-08-31,0.2,-2.0,2.4,4.4,0.2,80,0.53,low,0,,0,model_A,,,
2026-08-29,A2,1d,1,2026-08-31,-0.35,-2.15,1.45,3.6,-0.35,80,0.42,low,0,,0,model_A,,,
2026-08-29,A3,1d,1,2026-08-31,-0.2,-1.75,1.35,3.1,-0.2,80,0.44,low,0,,0,model_A,,,
2026-08-29,A4,1d,1,2026-08-31,-0.1,-2.2,2.0,4.2,-0.1,80,0.47,low,0,,0,model_A,,,
2026-08-29,A5,1d,1,2026-08-31,0.05,-1.5,1.6,3.1,0.05,80,0.51,low,0,,0,model_A,,,
2026-08-29,A6,1d,1,2026-08-31,0.08,-0.08,0.3,0.38,0.11,80,0.66,low,0,,0,model_A,,,
2026-08-29,A1,1w,7,2026-09-07,0.8,-4.6,5.8,10.4,0.6,80,0.53,low,0,,0,model_A,,,
2026-08-29,A2,1w,7,2026-09-07,0.2,-4.6,5.2,9.8,0.3,80,0.5,low,0,,0,model_A,,,
2026-08-29,A3,1w,7,2026-09-07,0.3,-3.9,4.6,8.5,0.35,80,0.52,low,0,,0,model_A,,,
2026-08-29,A4,1w,7,2026-09-07,0.2,-5.0,6.0,11.0,0.5,80,0.5,low,0,,0,model_A,,,
2026-08-29,A5,1w,7,2026-09-07,0.7,-3.5,5.0,8.5,0.75,80,0.54,low,0,,0,model_A,,,
2026-08-29,A6,1w,7,2026-09-07,0.42,-0.12,1.0,1.12,0.44,80,0.73,low,0,,0,model_A,,,
2026-08-29,A1,1m,30,2026-09-28,2.2,-9.5,13.5,23.0,2.0,80,0.56,low,0,,0,model_A,,,
2026-08-29,A2,1m,30,2026-09-28,1.6,-9.8,14.0,23.8,2.1,80,0.53,low,0,,0,model_A,,,
2026-08-29,A3,1m,30,2026-09-28,1.7,-8.2,11.5,19.7,1.65,80,0.54,low,0,,0,model_A,,,
2026-08-29,A4,1m,30,2026-09-28,2.3,-10.8,15.0,25.8,2.1,80,0.55,low,0,,0,model_A,,,
2026-08-29,A5,1m,30,2026-09-28,2.3,-7.8,12.0,19.8,2.1,80,0.56,low,0,,0,model_A,,,
2026-08-29,A6,1m,30,2026-09-28,1.5,-0.3,3.1,3.4,1.4,80,0.8,low,0,,0,model_A,,,
2026-08-30,A1,1d,1,2026-08-31,0.2,-2.0,2.4,4.4,0.2,80,0.53,low,0,,0,model_A,,,
2026-08-30,A2,1d,1,2026-08-31,-0.35,-2.15,1.45,3.6,-0.35,80,0.42,low,0,,0,model_A,,,
2026-08-30,A3,1d,1,2026-08-31,-0.2,-1.75,1.35,3.1,-0.2,80,0.44,low,0,,0,model_A,,,
2026-08-30,A4,1d,1,2026-08-31,-0.1,-2.2,2.0,4.2,-0.1,80,0.47,low,0,,0,model_A,,,
2026-08-30,A5,1d,1,2026-08-31,0.05,-1.5,1.6,3.1,0.05,80,0.51,low,0,,0,model_A,,,
2026-08-30,A6,1d,1,2026-08-31,0.08,-0.08,0.3,0.38,0.11,80,0.66,low,0,,0,model_A,,,
2026-08-30,A1,1w,7,2026-09-07,0.8,-4.6,5.8,10.4,0.6,80,0.53,low,0,,0,model_A,,,
2026-08-30,A2,1w,7,2026-09-07,0.2,-4.6,5.2,9.8,0.3,80,0.5,low,0,,0,model_A,,,
2026-08-30,A3,1w,7,2026-09-07,0.3,-3.9,4.6,8.5,0.35,80,0.52,low,0,,0,model_A,,,
2026-08-30,A4,1w,7,2026-09-07,0.2,-5.0,6.0,11.0,0.5,80,0.5,low,0,,0,model_A,,,
2026-08-30,A5,1w,7,2026-09-07,0.7,-3.5,5.0,8.5,0.75,80,0.54,low,0,,0,model_A,,,
2026-08-30,A6,1w,7,2026-09-07,0.42,-0.12,1.0,1.12,0.44,80,0.73,low,0,,0,model_A,,,
2026-08-30,A1,1m,30,2026-09-29,2.2,-9.5,13.5,23.0,2.0,80,0.56,low,0,,0,model_A,,,
2026-08-30,A2,1m,30,2026-09-29,1.6,-9.8,14.0,23.8,2.1,80,0.53,low,0,,0,model_A,,,
2026-08-30,A3,1m,30,2026-09-29,1.7,-8.2,11.5,19.7,1.65,80,0.54,low,0,,0,model_A,,,
2026-08-30,A4,1m,30,2026-09-29,2.3,-10.8,15.0,25.8,2.1,80,0.55,low,0,,0,model_A,,,
2026-08-30,A5,1m,30,2026-09-29,2.3,-7.8,12.0,19.8,2.1,80,0.56,low,0,,0,model_A,,,
2026-08-30,A6,1m,30,2026-09-29,1.5,-0.3,3.1,3.4,1.4,80,0.8,low,0,,0,model_A,,,
2026-08-31,A1,1d,1,2026-09-01,0.1,-1.95,2.15,4.1,0.1,80,0.52,low,0,,0,model_A,,,
2026-08-31,A2,1d,1,2026-09-01,0.05,-1.8,1.9,3.7,0.05,80,0.51,low,0,,0,model_A,,,
2026-08-31,A3,1d,1,2026-09-01,0.05,-1.4,1.5,2.9,0.05,80,0.51,low,0,,0,model_A,,,
2026-08-31,A4,1d,1,2026-09-01,-0.6,-2.7,1.5,4.2,-0.6,80,0.36,low,0,,0,model_A,,,
2026-08-31,A5,1d,1,2026-09-01,0.05,-1.45,1.55,3.0,0.05,80,0.51,low,0,,0,model_A,,,
2026-08-31,A6,1d,1,2026-09-01,0.07,-0.04,0.22,0.26,0.09,80,0.66,low,0,,0,model_A,,,
2026-08-31,A1,1w,7,2026-09-08,0.7,-4.4,5.6,10.0,0.6,80,0.53,low,0,,0,model_A,,,
2026-08-31,A2,1w,7,2026-09-08,0.4,-4.5,5.3,9.8,0.4,80,0.52,low,0,,0,model_A,,,
2026-08-31,A3,1w,7,2026-09-08,0.4,-3.8,4.6,8.4,0.4,80,0.52,low,0,,0,model_A,,,
2026-08-31,A4,1w,7,2026-09-08,0.2,-5.2,5.8,11.0,0.3,80,0.5,low,0,,0,model_A,,,
2026-08-31,A5,1w,7,2026-09-08,0.7,-3.5,5.0,8.5,0.75,80,0.54,low,0,,0,model_A,,,
2026-08-31,A6,1w,7,2026-09-08,0.4,-0.12,0.95,1.07,0.415,80,0.72,low,0,,0,model_A,,,
2026-08-31,A1,1m,30,2026-09-30,3.0,-11.0,16.0,27.0,2.5,80,0.57,low,0,,0,model_A,,,
2026-08-31,A2,1m,30,2026-09-30,2.5,-11.0,15.5,26.5,2.25,80,0.55,low,0,,0,model_A,,,
2026-08-31,A3,1m,30,2026-09-30,2.5,-9.5,13.5,23.0,2.0,80,0.55,low,0,,0,model_A,,,
2026-08-31,A4,1m,30,2026-09-30,2.8,-12.5,17.0,29.5,2.25,80,0.55,low,0,,0,model_A,,,
2026-08-31,A5,1m,30,2026-09-30,2.6,-9.0,13.0,22.0,2.0,80,0.56,low,0,,0,model_A,,,
2026-08-31,A6,1m,30,2026-09-30,1.5,-0.3,3.1,3.4,1.4,80,0.8,low,0,,0,model_A,,,
2026-09-01,A1,1d,1,2026-09-02,0.1,-1.85,2.05,3.9,0.1,80,0.52,low,0,,0,model_A,,,
2026-09-01,A2,1d,1,2026-09-02,0.05,-1.8,1.9,3.7,0.05,80,0.51,low,0,,0,model_A,,,
2026-09-01,A3,1d,1,2026-09-02,0.15,-1.35,1.65,3.0,0.15,80,0.52,low,0,,0,model_A,,,
2026-09-01,A4,1d,1,2026-09-02,0.8,-1.45,3.05,4.5,0.8,80,0.62,low,0,,0,model_A,,,
2026-09-01,A5,1d,1,2026-09-02,0.3,-1.25,1.85,3.1,0.3,80,0.57,low,0,,0,model_A,,,
2026-09-01,A6,1d,1,2026-09-02,0.07,-0.04,0.22,0.26,0.09,80,0.66,low,0,,0,model_A,,,
2026-09-01,A1,1w,7,2026-09-08,0.8,-4.3,5.5,9.8,0.6,80,0.54,low,0,,0,model_A,,,
2026-09-01,A2,1w,7,2026-09-08,0.4,-4.5,5.3,9.8,0.4,80,0.52,low,0,,0,model_A,,,
2026-09-01,A3,1w,7,2026-09-08,0.5,-3.7,4.7,8.4,0.5,80,0.53,low,0,,0,model_A,,,
2026-09-01,A4,1w,7,2026-09-08,1.2,-4.8,6.6,11.4,0.9,80,0.55,low,0,,0,model_A,,,
2026-09-01,A5,1w,7,2026-09-08,1.1,-3.3,5.2,8.5,0.95,80,0.57,low,0,,0,model_A,,,
2026-09-01,A6,1w,7,2026-09-08,0.38,-0.12,0.92,1.04,0.4,80,0.72,low,0,,0,model_A,,,
2026-09-01,A1,1m,30,2026-10-01,3.0,-11.0,16.0,27.0,2.5,80,0.57,low,0,,0,model_A,,,
2026-09-01,A2,1m,30,2026-10-01,2.5,-11.0,15.5,26.5,2.25,80,0.55,low,0,,0,model_A,,,
2026-09-01,A3,1m,30,2026-10-01,2.6,-9.5,13.5,23.0,2.0,80,0.55,low,0,,0,model_A,,,
2026-09-01,A4,1m,30,2026-10-01,3.0,-12.5,17.0,29.5,2.25,80,0.56,low,0,,0,model_A,,,
2026-09-01,A5,1m,30,2026-10-01,2.8,-9.0,13.0,22.0,2.0,80,0.57,low,0,,0,model_A,,,
2026-09-01,A6,1m,30,2026-10-01,1.5,-0.3,3.1,3.4,1.4,80,0.8,low,0,,0,model_A,,,
2026-09-02,A1,1d,1,2026-09-03,-0.05,-2.05,1.85,3.9,-0.1,80,0.49,low,4,high,0,model_B,-2.12,2.03,ampirik_p10p90_250g_v5
2026-09-02,A2,1d,1,2026-09-03,-0.05,-1.85,1.75,3.6,-0.05,80,0.48,low,2,high,0,model_B,-1.92,1.64,ampirik_p10p90_250g_v5
2026-09-02,A3,1d,1,2026-09-03,-0.2,-1.55,1.35,2.9,-0.1,80,0.42,low,3,medium,0,model_B,-1.66,1.34,ampirik_p10p90_250g_v5
2026-09-02,A4,1d,1,2026-09-03,0.25,-2.05,2.45,4.5,0.2,80,0.55,low,2,high,0,model_B,-1.94,2.59,ampirik_p10p90_250g_v5
2026-09-02,A5,1d,1,2026-09-03,-1.1,-2.35,0.25,2.6,-1.05,80,0.24,low,2,medium,1,model_B,-2.63,0.41,ampirik_p10p90_250g_v5
2026-09-02,A6,1d,1,2026-09-03,0.06,-0.03,0.21,0.24,0.09,80,0.65,low,1,high,0,model_B,-0.03,0.2,ampirik_p10p90_250g_v5
2026-09-02,A1,1w,7,2026-09-09,0.6,-4.3,5.5,9.8,0.6,80,0.53,low,4,high,0,model_B,,,
2026-09-02,A2,1w,7,2026-09-09,0.7,-4.5,5.2,9.7,0.35,80,0.53,low,3,high,0,model_B,,,
2026-09-02,A3,1w,7,2026-09-09,0.4,-3.8,4.6,8.4,0.4,80,0.52,low,4,medium,0,model_B,,,
2026-09-02,A4,1w,7,2026-09-09,0.7,-5.0,6.4,11.4,0.7,80,0.53,low,2,high,0,model_B,,,
2026-09-02,A5,1w,7,2026-09-09,0.4,-3.9,4.5,8.4,0.3,80,0.52,low,2,medium,0,model_B,,,
2026-09-02,A6,1w,7,2026-09-09,0.31,-0.12,0.85,0.97,0.365,80,0.72,low,2,high,0,model_B,,,
2026-09-02,A1,1m,30,2026-10-02,3.0,-11.0,16.0,27.0,2.5,80,0.57,low,4,high,0,model_B,,,
2026-09-02,A2,1m,30,2026-10-02,2.5,-11.0,15.5,26.5,2.25,80,0.55,low,4,high,0,model_B,,,
2026-09-02,A3,1m,30,2026-10-02,2.6,-9.5,13.5,23.0,2.0,80,0.55,low,4,high,0,model_B,,,
2026-09-02,A4,1m,30,2026-10-02,3.0,-12.5,17.0,29.5,2.25,80,0.56,low,4,high,0,model_B,,,
2026-09-02,A5,1m,30,2026-10-02,2.8,-9.0,13.0,22.0,2.0,80,0.57,low,4,high,0,model_B,,,
2026-09-02,A6,1m,30,2026-10-02,1.5,-0.3,3.1,3.4,1.4,80,0.8,low,4,high,0,model_B,,,
2026-09-03,A1,1d,1,2026-09-04,-0.1,-2.0,1.85,3.85,-0.075,80,0.49,low,3,high,0,model_A,-2.18,2.08,ampirik_p10p90_250g_v5
2026-09-03,A2,1d,1,2026-09-04,0.1,-1.65,1.85,3.5,0.1,80,0.51,low,2,high,0,model_A,-1.77,1.79,ampirik_p10p90_250g_v5
2026-09-03,A3,1d,1,2026-09-04,0.05,-1.4,1.5,2.9,0.05,80,0.51,low,2,medium,0,model_A,-1.41,1.59,ampirik_p10p90_250g_v5
2026-09-03,A4,1d,1,2026-09-04,1.6,-1.0,4.2,5.2,1.6,80,0.72,medium,3,high,1,model_A,-0.59,3.94,ampirik_p10p90_250g_v5
2026-09-03,A5,1d,1,2026-09-04,0.05,-1.5,1.6,3.1,0.05,80,0.51,low,1,medium,0,model_A,-1.48,1.56,ampirik_p10p90_250g_v5
2026-09-03,A6,1d,1,2026-09-04,0.05,-0.04,0.2,0.24,0.08,80,0.62,medium,2,high,0,model_A,-0.04,0.19,ampirik_p10p90_250g_v5
2026-09-03,A1,1w,7,2026-09-10,0.5,-4.6,5.6,10.2,0.5,80,0.52,low,3,high,0,model_A,,,
2026-09-03,A2,1w,7,2026-09-10,0.6,-4.7,5.3,10.0,0.3,80,0.53,low,2,high,0,model_A,,,
2026-09-03,A3,1w,7,2026-09-10,0.4,-4.0,4.8,8.8,0.4,80,0.52,low,2,medium,0,model_A,,,
2026-09-03,A4,1w,7,2026-09-10,0.6,-5.3,6.5,11.8,0.6,80,0.52,low,2,high,0,model_A,,,
2026-09-03,A5,1w,7,2026-09-10,0.4,-4.1,4.7,8.8,0.3,80,0.52,low,1,medium,0,model_A,,,
2026-09-03,A6,1w,7,2026-09-10,0.31,-0.12,0.85,0.97,0.365,80,0.72,medium,2,high,0,model_A,,,
2026-09-03,A1,1m,30,2026-10-05,3.0,-11.0,16.0,27.0,2.5,80,0.56,low,3,high,0,model_A,,,
2026-09-03,A2,1m,30,2026-10-05,2.5,-11.0,15.5,26.5,2.25,80,0.55,low,1,medium,0,model_A,,,
2026-09-03,A3,1m,30,2026-10-05,2.6,-9.5,13.5,23.0,2.0,80,0.55,low,2,medium,0,model_A,,,
2026-09-03,A4,1m,30,2026-10-05,3.0,-12.5,17.0,29.5,2.25,80,0.56,low,2,high,0,model_A,,,
2026-09-03,A5,1m,30,2026-10-05,2.8,-9.0,13.0,22.0,2.0,80,0.56,low,1,medium,0,model_A,,,
2026-09-03,A6,1m,30,2026-10-05,1.5,-0.3,3.1,3.4,1.4,80,0.8,medium,1,high,0,model_A,,,
2026-09-04,A1,1d,1,2026-09-07,0.1,-2.8,3.0,5.8,0.1,80,0.52,medium,0,,0,model_A,-1.98,2.28,ampirik_p10p90_250g_v5
2026-09-04,A4,1d,1,2026-09-07,1.4,-1.3,4.1,5.4,1.4,80,0.8,medium,0,,1,model_A,-0.79,3.73,ampirik_p10p90_250g_v5
2026-09-04,A2,1d,1,2026-09-07,0.5,-1.8,2.6,4.4,0.4,80,0.6,low,0,,0,model_A,-1.36,2.19,ampirik_p10p90_250g_v5
2026-09-04,A3,1d,1,2026-09-07,0.15,-1.5,1.7,3.2,0.1,80,0.54,low,0,,0,model_A,-1.3,1.69,ampirik_p10p90_250g_v5
2026-09-04,A5,1d,1,2026-09-07,0.1,-1.7,1.8,3.5,0.05,80,0.52,medium,0,,0,model_A,-1.42,1.62,ampirik_p10p90_250g_v5
2026-09-04,A6,1d,1,2026-09-07,0.15,-0.1,0.45,0.55,0.175,80,0.78,medium,0,,0,model_A,0.06,0.3,ampirik_p10p90_250g_v5
2026-09-04,A1,1w,7,2026-09-11,0.4,-5.2,6.0,11.2,0.4,80,0.53,low,0,,0,model_A,,,
2026-09-04,A2,1w,7,2026-09-11,0.6,-5.0,5.8,10.8,0.4,80,0.54,low,0,,0,model_A,,,
2026-09-04,A3,1w,7,2026-09-11,0.4,-4.3,5.0,9.3,0.35,80,0.53,low,0,,0,model_A,,,
2026-09-04,A4,1w,7,2026-09-11,0.5,-5.6,6.6,12.2,0.5,80,0.53,low,0,,0,model_A,,,
2026-09-04,A5,1w,7,2026-09-11,0.5,-4.3,5.0,9.3,0.35,80,0.54,low,0,,0,model_A,,,
2026-09-04,A6,1w,7,2026-09-11,0.35,-0.15,0.95,1.1,0.4,80,0.8,low,0,,0,model_A,,,
2026-09-04,A1,1m,30,2026-10-05,2.8,-11.5,16.0,27.5,2.25,80,0.55,low,0,,0,model_A,,,
2026-09-04,A2,1m,30,2026-10-05,2.5,-11.5,15.5,27.0,2.0,80,0.55,low,0,,0,model_A,,,
2026-09-04,A3,1m,30,2026-10-05,2.5,-10.0,13.5,23.5,1.75,80,0.55,low,0,,0,model_A,,,
2026-09-04,A4,1m,30,2026-10-05,2.8,-13.0,17.0,30.0,2.0,80,0.55,low,0,,0,model_A,,,
2026-09-04,A5,1m,30,2026-10-05,2.6,-9.5,13.0,22.5,1.75,80,0.55,low,0,,0,model_A,,,
2026-09-04,A6,1m,30,2026-10-05,1.5,-0.3,3.1,3.4,1.4,80,0.85,low,0,,0,model_A,,,
2026-09-05,A1,1d,1,2026-09-07,0.0,-2.2,2.4,4.6,0.1,80,0.5,medium,0,,0,model_A,-2.08,2.18,ampirik_p10p90_250g_v5
2026-09-05,A4,1d,1,2026-09-07,-1.1,-3.0,0.8,3.8,-1.1,80,0.2,medium,0,,1,model_A,-3.29,1.23,ampirik_p10p90_250g_v5
2026-09-05,A2,1d,1,2026-09-07,0.15,-2.0,2.4,4.4,0.2,80,0.53,low,0,,0,model_A,-1.71,1.84,ampirik_p10p90_250g_v5
2026-09-05,A3,1d,1,2026-09-07,0.2,-1.6,1.9,3.5,0.15,80,0.55,low,0,,0,model_A,-1.25,1.74,ampirik_p10p90_250g_v5
2026-09-05,A5,1d,1,2026-09-07,0.1,-1.6,1.8,3.4,0.1,80,0.53,medium,0,,0,model_A,-1.42,1.62,ampirik_p10p90_250g_v5
2026-09-05,A6,1d,1,2026-09-07,0.1,-0.1,0.35,0.45,0.125,80,0.72,medium,0,,0,model_A,0.01,0.25,ampirik_p10p90_250g_v5
2026-09-05,A1,1w,7,2026-09-14,0.3,-5.4,6.2,11.6,0.4,80,0.52,low,0,,0,model_A,,,
2026-09-05,A2,1w,7,2026-09-14,0.4,-5.2,5.9,11.1,0.35,80,0.53,low,0,,0,model_A,,,
2026-09-05,A3,1w,7,2026-09-14,0.3,-4.4,5.1,9.5,0.35,80,0.52,low,0,,0,model_A,,,
2026-09-05,A4,1w,7,2026-09-14,0.35,-5.8,6.7,12.5,0.45,80,0.52,low,0,,0,model_A,,,
2026-09-05,A5,1w,7,2026-09-14,0.4,-4.4,5.1,9.5,0.35,80,0.53,low,0,,0,model_A,,,
2026-09-05,A6,1w,7,2026-09-14,0.35,-0.15,0.95,1.1,0.4,80,0.8,low,0,,0,model_A,,,
2026-09-05,A1,1m,30,2026-10-05,2.2,-12.0,15.5,27.5,1.75,80,0.54,low,0,,0,model_A,,,
2026-09-05,A2,1m,30,2026-10-05,2.3,-11.5,15.5,27.0,2.0,80,0.54,low,0,,0,model_A,,,
2026-09-05,A3,1m,30,2026-10-05,2.3,-10.0,13.5,23.5,1.75,80,0.54,low,0,,0,model_A,,,
2026-09-05,A4,1m,30,2026-10-05,2.2,-13.5,16.5,30.0,1.5,80,0.54,low,0,,0,model_A,,,
2026-09-05,A5,1m,30,2026-10-05,2.5,-9.5,13.0,22.5,1.75,80,0.55,low,0,,0,model_A,,,
2026-09-05,A6,1m,30,2026-10-05,1.5,-0.3,3.1,3.4,1.4,80,0.85,low,0,,0,model_A,,,
2026-09-06,A1,1d,1,2026-09-07,0.0,-2.1,2.3,4.4,0.1,80,0.5,medium,0,,0,model_A,-2.08,2.18,ampirik_p10p90_250g_v5
